KIT ID, PM2.5, AQI PM2.5, PM10, AQI PM10, CO, AQI CO, latitude, longitude
1080,75.45,142.41666666666669,126.73,88.36500000000001,858.79955896583,4.29399779482915,21.08284,105.779777
1081,35.63,71.26,63.25,56.625,983.5664855810835,4.9178324279054175,21.0181984,105.7952921
1082,NA,NA,NA,NA,832.0105327136051,4.160052663568026,21.053519,105.736145
1084,36.22,72.44,62.39,56.195,704.7756606741573,3.5238783033707866,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,721.0378623628864,3.605189311814432,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,42.0,84.0,68.0,59.0,846.5865031780087,4.2329325158900435,21.037454,105.784927
1090,76.56,144.26666666666668,130.62,90.31,717.3622357772933,3.586811178886467,21.14768475,105.9158227
1091,58.73,114.55,103.44,76.72,732.3082580111055,3.6615412900555278,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,39.0,78.0,69.0,59.5,557.7185097794339,2.78859254889717,21.00257,105.84653
1039,28.09,56.18,49.45,49.45,651.905043682238,3.25952521841119,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,37.12,74.24,65.18,57.59,714.2081708253552,3.571040854126776,20.99603,105.84455
1043,23.63,47.26,76.69,63.345,649.1611022479474,3.245805511239737,21.04169108,105.80900309
1044,59.45,115.75,103.35,76.675,954.8892276848517,4.774446138424259,21.0822951059501,105.773392865282
1045,36.83,73.66,67.17,58.585,626.5407193833644,3.132703596916822,21.02431735,105.82139752
1046,NA,NA,NA,NA,NA,NA,21.03793057,105.78543088
1047,40.53,81.06,60.84,55.42,647.3294322391481,3.236647161195741,21.03281213,105.81257742
1051,38.95,77.9,65.97,57.985,747.0581423903177,3.7352907119515883,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,NA,NA,21.0004726810695,105.764312913811
1080,75.45,142.41666666666669,126.73,88.36500000000001,858.79955896583,4.29399779482915,21.08284,105.779777
1081,35.63,71.26,63.25,56.625,983.5664855810835,4.9178324279054175,21.0181984,105.7952921
1082,NA,NA,NA,NA,832.0105327136051,4.160052663568026,21.053519,105.736145
1084,36.22,72.44,62.39,56.195,704.7756606741573,3.5238783033707866,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,721.0378623628864,3.605189311814432,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,42.0,84.0,68.0,59.0,846.5865031780087,4.2329325158900435,21.037454,105.784927
1090,76.56,144.26666666666668,130.62,90.31,717.3622357772933,3.586811178886467,21.14768475,105.9158227
1091,58.73,114.55,103.44,76.72,732.3082580111055,3.6615412900555278,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,39.0,78.0,69.0,59.5,557.7185097794339,2.78859254889717,21.00257,105.84653
1039,28.09,56.18,49.45,49.45,651.905043682238,3.25952521841119,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,37.12,74.24,65.18,57.59,714.2081708253552,3.571040854126776,20.99603,105.84455
1043,23.63,47.26,76.69,63.345,649.1611022479474,3.245805511239737,21.04169108,105.80900309
1044,59.45,115.75,103.35,76.675,954.8892276848517,4.774446138424259,21.0822951059501,105.773392865282
1045,36.83,73.66,67.17,58.585,626.5407193833644,3.132703596916822,21.02431735,105.82139752
1046,NA,NA,NA,NA,NA,NA,21.03793057,105.78543088
1047,40.53,81.06,60.84,55.42,647.3294322391481,3.236647161195741,21.03281213,105.81257742
1051,38.95,77.9,65.97,57.985,747.0581423903177,3.7352907119515883,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1055,36.29,72.58,63.29,56.644999999999996,NA,NA,20.99151816,105.7902017
1072,NA,NA,NA,NA,NA,NA,21.0004726810695,105.764312913811
1080,75.45,142.41666666666669,126.73,88.36500000000001,858.79955896583,4.29399779482915,21.08284,105.779777
1081,35.63,71.26,63.25,56.625,983.5664855810835,4.9178324279054175,21.0181984,105.7952921
1082,NA,NA,NA,NA,832.0105327136051,4.160052663568026,21.053519,105.736145
1084,36.22,72.44,62.39,56.195,704.7756606741573,3.5238783033707866,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,721.0378623628864,3.605189311814432,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,42.0,84.0,68.0,59.0,846.5865031780087,4.2329325158900435,21.037454,105.784927
1090,76.56,144.26666666666668,130.62,90.31,717.3622357772933,3.586811178886467,21.14768475,105.9158227
1091,58.73,114.55,103.44,76.72,732.3082580111055,3.6615412900555278,21.1315376994108,105.778015368578
